propertyType,features,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,assessorID,legalDescription,property_id
Condo,"{""architectureType"": ""Condo / Apartment"", ""unitCount"": 1}",0.0,0.0,1138.0,13.0,0.0,13  00007-0000-00145-  13-C1003,ADDITIONAL LOTS: BELVEDERE/FLAT,155
Single Family,"{""architectureType"": ""Conventional"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""roomCount"": 7, ""unitCount"": 1}",2.0,2.0,1154.0,8655.0,1949.0,8531-013-032,TRACT # 15488 LOT 81,156
Townhouse,NaN,2.0,1.5,794.0,0.0,0.0,Unknown,Not available,157
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick / Stone"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 5, ""unitCount"": 1}",3.0,1.0,1152.0,8712.0,1956.0,17.12.8.10,LOT 503,158
Condo,"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",2.0,3.0,2108.0,25535.0,1975.0,5718-005-045,TRACT NO 22772 CONDOMINIUM UNIT 4,159
Condo,"{""architectureType"": ""Condo / Apartment"", ""unitCount"": 1}",0.0,0.0,1413.0,0.0,2000.0,73500002946,SHERWOOD II A CONDOMINIUM BLDG 23-102,160
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick / Stone"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",3.0,4.0,4086.0,50835.0,2005.0,16-06-227-013-0,VISTA POINTE RV.BN.1 #13,161
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Other"", ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle""}",1.0,2.0,1600.0,4050.0,1923.0,07041C01050000,30 X 135 N E COR BOLLING & 21ST ST,162
Multi-Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""foundationType"": ""Block"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 7, ""unitCount"": 1}",3.0,2.0,982.0,6210.0,1980.0,24-31-24-11-0079,THE NELY 46 FT FRONT & REAR OF LOT 11 BLK 1 RAPIDS E 2ND ADD SUBJ TO EASE OF REC,163
Manufactured,"{""architectureType"": ""Mobile Home"", ""cooling"": true, ""coolingType"": ""Commercial"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true}",0.0,0.0,1632.0,64395.0,1979.0,5N02 063 00,75X300' & 0.97 ACS ABST. 335 DUBOSE,164
Single Family,NaN,3.0,2.5,3600.0,0.0,0.0,Unknown,Not available,165
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Brick"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 8, ""unitCount"": 1}",4.0,2.5,2143.0,11979.0,1986.0,0491010001590,159 ALBEMARLE ACRES WEST SEC 3,166
Townhouse,"{""architectureType"": ""Multi-Unit Building"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Concrete Block"", ""floorCount"": 1, ""roofType"": ""Tile""}",4.0,3.5,3120.0,23958.0,2018.0,1 29 43 07 010 0000-025.0,CALOOSA HAMMOCK S/D UNRECORDED LOT 25,167
Condo,"{""architectureType"": ""Condo / Apartment"", ""floorCount"": 1}",2.0,2.0,945.0,436.0,1993.0,18-6.0-14-004-005-020.002,"FALL CREEK CONDOS FALL CREEK CONDOS- UN 2, PAR 41; CITY OF BRANSON",168
Single Family,"{""architectureType"": ""Traditional"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 4, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",4.0,2.0,1764.0,17860.0,1870.0,306200 286.003-2-54,LOT:54.000 BLK:2 SEC:286.03 DIST:306200 CITY/MUNI/TWP:VERONA,169
Multi-Family,NaN,2.0,2.0,3844.0,4157.0,1977.0,Unknown,Not available,170
Condo,"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 5}",0.0,2.0,1261.0,1326.0,1999.0,303-24-312,SYMPHONY CONDOMINIUMS MCR 803-18 UNIT 1113 (PLEASE NOTE: FOR LEGAL DESCRIPTION REFERENCES REGARDING THE PERCENTAGE OF OWNERSH,171
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",3.0,2.0,1114.0,3969.0,2000.0,06111356,L24B M33-939,172
Single Family,"{""architectureType"": ""Contemporary"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""pool"": true, ""poolType"": ""Pool and Hot Tub / Spa"", ""roofType"": ""Tile"", ""unitCount"": 1}",4.0,4.0,4241.0,12375.0,2004.0,U05281763R000000004210,WATERCHASE PHASE 2 LOT 421,173
Condo,NaN,4.0,3.0,2274.0,0.0,2023.0,Unknown,Not available,174
Single Family,"{""architectureType"": ""Traditional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 8, ""unitCount"": 1}",4.0,2.5,3323.0,8163.0,1998.0,1192110030001,LT 1 BLK 3 SILVERGLEN ESTATES SEC 1,175
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Wood Shake / Shingle"", ""roomCount"": 9, ""unitCount"": 1}",3.0,3.0,2633.0,5832.0,2009.0,439-20-020,TR 87 LOT 20,176
Single Family,"{""exteriorType"": ""Brick Veneer"", ""foundationType"": ""Slab / Mat / Raft"", ""roofType"": ""Shingle"", ""roomCount"": 8}",4.0,2.0,2085.0,5934.0,2020.0,1-06-9-29-33-0-00108-00,ALLENDALE S/D PH 5 LOT 108,177
Single Family,"{""architectureType"": ""Ranch / Rambler"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6, ""unitCount"": 1}",2.0,2.0,1519.0,8999.0,1946.0,20-13-   7-0091.0000,LTS 11-12-13 BK 133 KANAWHA CITY VIRGINIA AVE 4809,178
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Basement"", ""heating"": true, ""heatingType"": ""Baseboard"", ""roomCount"": 6, ""unitCount"": 1}",3.0,1.0,1305.0,7841.0,1956.0,08-00404-000,170 COUNTRY CL 65X125 MAP-08-31A-216,179
Single Family,"{""garage"": true, ""garageType"": ""Attached"", ""unitCount"": 1}",2.0,1.0,792.0,12000.0,1955.0,126.3265.01410,"LOT 7A,8 BLK 31 RAMSEY",180
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 11, ""unitCount"": 1}",4.0,3.5,2931.0,10542.0,2010.0,20-649-1320,ESPERANZA SEC 2 005 004,181
Single Family,"{""architectureType"": ""Townhouse"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Roll Composition"", ""roomCount"": 4, ""unitCount"": 1}",2.0,2.0,1451.0,3572.0,1999.0,12-364-2210,DEERFIELD 1ST 008 000 W11.333FT LOT 3 & E22.417FT LOT 4,182
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Steam"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,3.0,1770.0,15759.0,1990.0,16360090,LOT 69 SEC 2-0.36 AC 10232 MEADOW KNOLL CT. MEADOWRIDGE,183
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 2, ""foundationType"": ""Footing"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,4.0,1818.0,6225.0,1999.0,33-19-30-516-0000-0880,LOT 88 COUNTRY CLUB PARK PH 2 PB 54 PGS 22 THRU 24,184
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 7, ""unitCount"": 1, ""pool"": true, ""poolType"": ""Community Pool""}",5.0,3.0,3258.0,9322.0,2005.0,07-144-628,#171 CALLONWOOD PH3,185
Single Family,"{""exteriorType"": ""Concrete Block"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""pool"": true, ""poolType"": ""Pool and Hot Tub / Spa"", ""roofType"": ""Other"", ""unitCount"": 1}",3.0,3.0,2132.0,5200.0,1990.0,03-4117-007-1015,COCONUT GROVE SEC 1-CORAL GABLES PB 14-25 LOTS 33 & 34 & E2FT OF LOT 35 BLK 9 LOT SIZE 52.000 X 100 OR 20056-1176 11/2001 1,186
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""garage"": true, ""garageType"": ""Garage""}",3.0,2.0,1912.0,43560.0,1992.0,133  6101 074,H/L 34 HARVEST TRACE S/D,187
Apartment,NaN,1.0,1.0,764.0,0.0,0.0,Unknown,Not available,188
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Siding"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,1466.0,11543.0,1996.0,61031-14-06-12470,LT 5 BLK 4,189
Multi-Family,"{""architectureType"": ""Bi-Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Other"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Basement"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 7}",3.0,2.0,988.0,6928.0,1971.0,NP88600016 0022,WELLINGTON SQUARE LT 22 EX SLY1/2 50.66' ON E & 51.73' ON W BLK 16 OPC,190
Land,NaN,0.0,0.0,0.0,43996.0,0.0,Unknown,Not available,191
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.0,1570.0,7492.0,1945.0,14 009400090900,AN NV META; SJED AN 05 ZONING CORR,192
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stone"", ""floorCount"": 1, ""foundationType"": ""Other"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 5}",3.0,2.0,1412.0,15507.0,1992.0,12-4441-08-4-35-06-0000,"MORNINGSIDE SECOND ADD, S08, T32 N, R16 E, BLOCK 003, LOT 002, AMENDED PLAT OF BLK 3",193
Single Family,"{""cooling"": true, ""coolingType"": ""Evaporative"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,4016.0,8470.0,1979.0,V89399919202500,192 VISTA DEL SOL #42 LOT 13,194
Single Family,"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Roll Composition"", ""roomCount"": 9}",3.0,2.0,2080.0,5889.0,2021.0,G195-000-024G-0800,BLK 24 GATEWAY ESTATES #1 REPLAT G LOT 8,195
Manufactured,NaN,0.0,2.0,1344.0,0.0,2012.0,300135300,TRAILER LOCATED ON MARK A. SLEDGE PROPERTY BEING LOT 23 OF THE C & W SUB UNIT #2.,196
Single Family,"{""fireplace"": true, ""fireplaceType"": ""Prefab"", ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle""}",3.0,2.5,1616.0,2499.0,2015.0,1N1E08BD 10401,"GARDEN PK, BLOCK 2, LOT 15&16 TL 10401",197
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Built-in"", ""heating"": true, ""heatingType"": ""Solar"", ""roofType"": ""Asphalt"", ""roomCount"": 10}",4.0,2.5,1870.0,6098.0,2006.0,20-02-353-024,"LOT 66, VISTAS AT WESTRIDGE NO 3B. 9081-6411 9094-6583 9308-8452 9364-0544 9609-8869 9611-5703 10512-4176",198
Apartment,NaN,1.0,1.0,900.0,0.0,1998.0,Unknown,Not available,199
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""unitCount"": 1}",3.0,2.0,1046.0,7405.0,1980.0,071-048- -F-00177,NS REDVERS AVE,200
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Block"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 2, ""unitCount"": 2}",1.0,1.0,568.0,22216.0,1966.0,107-0-097-00-0,SPRING GROVE (00000) 005-C,201
Single Family,"{""architectureType"": ""Cape Cod"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Gas"", ""roomCount"": 5, ""unitCount"": 1}",2.0,1.0,1092.0,7623.0,1950.0,152-000751,SCIOTO HEIGHTS LT 18 & E1 2 17 & PT AL VAC ADJ,202
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Metal"", ""unitCount"": 1}",3.0,2.0,2150.0,14985.0,1992.0,10990-000-000,LYNN HAVEN 89D LOTS 3 & 4 BLK A-56 ORB 3061 P 762,203
Single Family,"{""architectureType"": ""Colonial"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Other"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Shingle"", ""roomCount"": 8, ""unitCount"": 1}",0.0,3.5,5008.0,17685.0,2020.0,19-044-00-0003,TOWN #2 SCH DIST 003,204
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""roofType"": ""Composition Shingle"", ""roomCount"": 5}",3.0,2.5,1452.0,2614.0,2019.0,450-71032-0-0000,DIST:450 CITY/MUNI/TWP:MOUNT JOY BORO,205
Condo,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 7}",3.0,2.0,1843.0,9757.0,2005.0,C02-43K- -A-00029,UNIT 29 CROSSINGS AT PORTER FARMS CONDOS FIRST AMENDMENT SEE MAP D2-43 (TILE# 423),206
Apartment,NaN,1.0,1.0,855.0,0.0,0.0,Unknown,Not available,207
Apartment,NaN,1.0,1.5,904.0,0.0,2018.0,Unknown,Not available,208
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",2.0,2.0,780.0,6639.0,1920.0,12-04-108-003,CITY OF NORTH CHICAGO SOUTH WAUKEGAN LOT 3 BLOCK 55,209
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick / Stone"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 7}",4.0,2.0,1930.0,12632.0,2022.0,0107A -0033,.29 ACS LOT#33 (SADDLE RIDGE),210
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""floorCount"": 1, ""heating"": true, ""unitCount"": 1}",2.0,1.0,1536.0,14998.0,1920.0,34570---32---10---20,RIVERSIDE ADDITION-FT WORTH BLOCK 32 LOT 10 & 11,211
Single Family,NaN,3.0,2.0,1576.0,0.0,0.0,Unknown,Not available,212
Single Family,NaN,0.0,0.0,6046.0,411424.0,1993.0,1350750824,9.445 ACS IN SEC 5 5 12 CB 859 640 CB 1167 544 INST NO 1141333,213
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Shingle"", ""roomCount"": 9, ""unitCount"": 1}",3.0,1.5,2112.0,19863.0,1958.0,516-B-219,HIGHLAND PINES PLAN 92 LOT 75XAVG170.10X158.54 RR HOLIDAY DR 1 STY BRK HSE-GAR 312,214
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,1511.0,2323.0,1988.0,48-42-10-04-2830,THE LAKES 109-9 B UNIT 5 LESS NLY 0.67 & UNIT 6 NLY 1.33 CLUSTER 51,215
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 10}",6.0,5.5,5391.0,9801.0,2014.0,1339850010007,LT 7 BLK 1 MAPLE COURT,216
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 10}",3.0,2.5,1440.0,6011.0,1995.0,06-10-25-000-012.009-002,TROTWOOD FARMS SEC 2 LOT 45,217
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,2.5,1900.0,7349.0,1990.0,9722-12-08500,"WDLNDS VIL COCHRANS CR 12, BLOCK 2, LOT 22",218
Land,"{""floorCount"": 1}",0.0,1.0,0.0,5998.0,0.0,12771,11 BLK 18 ROCK CREEK,219
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Masonry"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Metal"", ""roomCount"": 8, ""unitCount"": 1}",4.0,1.0,1824.0,94090.0,1920.0,6848-71-8671.00,LO020F BL3007,220
Single Family,"{""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.0,1945.0,6280.0,1911.0,32-2081-11,BLK 8 LOT 4,221
Single Family,"{""architectureType"": ""Traditional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 9, ""unitCount"": 1}",4.0,3.5,3026.0,14702.0,1997.0,1033500000006,LT 6 BLK 28 017*N5959000-004-028-006 NORTHAMPTON SEC 4 AMEND,222
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,1271.0,12028.0,1961.0,32129500010200000,FREEWAY PARK 1 BLK 1 LT 20 INT201300143614 DD05072013 CO-DC 1295000102000 2CI12950001,223
Single Family,"{""architectureType"": ""Ranch"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",3.0,2.0,1539.0,9932.0,1975.0,59-244-05-008,SECTION 24 TOWNSHIP 05 RANGE 69 QTR SE SUBDIVISIONCD 463400 SUBDIVISIONNAME LEAWOOD FLG # 5 BLOCK 034 LOT 0018 SIZE: 9934 TRA,224
Single Family,"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Other"", ""roomCount"": 8, ""unitCount"": 1}",0.0,4.0,2428.0,8425.0,2004.0,310-11-782,MAMMOTH PARK MCR 658-07,225
Single Family,"{""cooling"": true, ""coolingType"": ""Package"", ""exteriorType"": ""Concrete Block"", ""floorCount"": 1, ""foundationType"": ""Footing"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,2527.0,37113.0,2002.0,202530321300010150,FORTUNE LAKES PB 11 PG 68-70 LOT 15,226
Single Family,"{""architectureType"": ""Colonial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1, ""cooling"": true, ""coolingType"": ""Commercial""}",4.0,2.5,2082.0,13634.0,1970.0,23-07-10-178-005,L 24 WESTWOOD MANOR SUBDIVISION NO. 1 LOT 24. LIBER 59 PAGES 37-38,227
Single Family,"{""architectureType"": ""Split Level"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Built-in""}",3.0,2.0,1405.0,5940.0,2015.0,011592465,LOT 84 WHITETAIL CREEK,228
Single Family,"{""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump""}",3.0,2.5,1439.0,6970.0,2021.0,3721-58-1254.000,106 MANCHESTER ST SE L74 FREEMAN PL III-A 1LT,229
Single Family,"{""architectureType"": ""Condo / Apartment"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Basement"", ""roomCount"": 6, ""unitCount"": 1, ""viewType"": ""Average""}",3.0,1.0,1176.0,1740.0,1925.0,40-1-1990-00,87'6 1/2  S BELMAR ST,230
Multi-Family,"{""architectureType"": ""Colonial"", ""exteriorType"": ""Wood"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 12, ""unitCount"": 1, ""garage"": true, ""garageType"": ""Garage""}",6.0,2.0,2412.0,5280.0,1900.0,127-10-021,432 ROCK S/L 49 ALL 0048 WP MB127 PG10 MB PG MB PG,231
